waveform	Ch0		Gen	
t0	11/14/2016  20:10:35.691653		11/14/2016  20:10:35.691665	
delta t	0.000500		0.000500	

time[0]	Ch0	time[1]	Gen
11/14/2016  20:10:36.733153	1.936268E+0	11/14/2016  20:10:36.733165	6.235948E-4
11/14/2016  20:10:36.733653	1.935290E+0	11/14/2016  20:10:36.733665	9.494608E-4
11/14/2016  20:10:36.734153	1.936594E+0	11/14/2016  20:10:36.734165	1.275327E-3
11/14/2016  20:10:36.734653	1.936268E+0	11/14/2016  20:10:36.734665	1.275327E-3
11/14/2016  20:10:36.735153	1.936594E+0	11/14/2016  20:10:36.735165	9.494608E-4
11/14/2016  20:10:36.735653	1.936594E+0	11/14/2016  20:10:36.735665	6.235948E-4
11/14/2016  20:10:36.736153	1.936919E+0	11/14/2016  20:10:36.736165	6.235948E-4
11/14/2016  20:10:36.736653	1.937245E+0	11/14/2016  20:10:36.736665	6.235948E-4
11/14/2016  20:10:36.737153	1.936268E+0	11/14/2016  20:10:36.737165	1.601193E-3
11/14/2016  20:10:36.737653	1.935942E+0	11/14/2016  20:10:36.737665	2.977288E-4
11/14/2016  20:10:36.738153	1.936268E+0	11/14/2016  20:10:36.738165	1.275327E-3
11/14/2016  20:10:36.738653	1.935942E+0	11/14/2016  20:10:36.738665	1.601193E-3
11/14/2016  20:10:36.739153	1.936268E+0	11/14/2016  20:10:36.739165	9.494608E-4
11/14/2016  20:10:36.739653	1.936268E+0	11/14/2016  20:10:36.739665	9.494608E-4
11/14/2016  20:10:36.740153	1.936268E+0	11/14/2016  20:10:36.740165	-3.540033E-4
11/14/2016  20:10:36.740653	1.936919E+0	11/14/2016  20:10:36.740665	2.977288E-4
11/14/2016  20:10:36.741153	1.936268E+0	11/14/2016  20:10:36.741165	9.494608E-4
11/14/2016  20:10:36.741653	1.936268E+0	11/14/2016  20:10:36.741665	-3.540033E-4
11/14/2016  20:10:36.742153	1.935942E+0	11/14/2016  20:10:36.742165	9.494608E-4
11/14/2016  20:10:36.742653	1.936594E+0	11/14/2016  20:10:36.742665	1.927059E-3
11/14/2016  20:10:36.743153	1.936268E+0	11/14/2016  20:10:36.743165	9.494608E-4
11/14/2016  20:10:36.743653	1.936594E+0	11/14/2016  20:10:36.743665	9.494608E-4
11/14/2016  20:10:36.744153	1.936268E+0	11/14/2016  20:10:36.744165	1.601193E-3
11/14/2016  20:10:36.744653	1.936919E+0	11/14/2016  20:10:36.744665	2.977288E-4
11/14/2016  20:10:36.745153	1.936594E+0	11/14/2016  20:10:36.745165	6.235948E-4
11/14/2016  20:10:36.745653	1.936268E+0	11/14/2016  20:10:36.745665	1.601193E-3
11/14/2016  20:10:36.746153	1.935942E+0	11/14/2016  20:10:36.746165	1.275327E-3
11/14/2016  20:10:36.746653	1.936919E+0	11/14/2016  20:10:36.746665	9.494608E-4
11/14/2016  20:10:36.747153	1.936594E+0	11/14/2016  20:10:36.747165	2.977288E-4
11/14/2016  20:10:36.747653	1.935290E+0	11/14/2016  20:10:36.747665	1.275327E-3
11/14/2016  20:10:36.748153	1.935942E+0	11/14/2016  20:10:36.748165	9.494608E-4
11/14/2016  20:10:36.748653	1.936594E+0	11/14/2016  20:10:36.748665	9.494608E-4
11/14/2016  20:10:36.749153	1.935290E+0	11/14/2016  20:10:36.749165	9.494608E-4
11/14/2016  20:10:36.749653	1.936268E+0	11/14/2016  20:10:36.749665	1.601193E-3
11/14/2016  20:10:36.750153	1.936594E+0	11/14/2016  20:10:36.750165	9.494608E-4
11/14/2016  20:10:36.750653	1.936594E+0	11/14/2016  20:10:36.750665	1.275327E-3
11/14/2016  20:10:36.751153	1.936594E+0	11/14/2016  20:10:36.751165	1.275327E-3
11/14/2016  20:10:36.751653	1.936594E+0	11/14/2016  20:10:36.751665	1.275327E-3
11/14/2016  20:10:36.752153	1.936268E+0	11/14/2016  20:10:36.752165	1.275327E-3
11/14/2016  20:10:36.752653	1.936594E+0	11/14/2016  20:10:36.752665	1.275327E-3
11/14/2016  20:10:36.753153	1.936268E+0	11/14/2016  20:10:36.753165	6.235948E-4
11/14/2016  20:10:36.753653	1.936268E+0	11/14/2016  20:10:36.753665	9.494608E-4
11/14/2016  20:10:36.754153	1.936594E+0	11/14/2016  20:10:36.754165	9.494608E-4
11/14/2016  20:10:36.754653	1.935616E+0	11/14/2016  20:10:36.754665	6.235948E-4
11/14/2016  20:10:36.755153	1.936268E+0	11/14/2016  20:10:36.755165	1.927059E-3
11/14/2016  20:10:36.755653	1.936919E+0	11/14/2016  20:10:36.755665	6.235948E-4
11/14/2016  20:10:36.756153	1.935942E+0	11/14/2016  20:10:36.756165	1.275327E-3
11/14/2016  20:10:36.756653	1.936594E+0	11/14/2016  20:10:36.756665	2.977288E-4
11/14/2016  20:10:36.757153	1.936268E+0	11/14/2016  20:10:36.757165	9.494608E-4
11/14/2016  20:10:36.757653	1.936594E+0	11/14/2016  20:10:36.757665	1.927059E-3
11/14/2016  20:10:36.758153	1.936919E+0	11/14/2016  20:10:36.758165	1.601193E-3
11/14/2016  20:10:36.758653	1.936919E+0	11/14/2016  20:10:36.758665	9.494608E-4
11/14/2016  20:10:36.759153	1.936268E+0	11/14/2016  20:10:36.759165	9.494608E-4
11/14/2016  20:10:36.759653	1.937571E+0	11/14/2016  20:10:36.759665	6.235948E-4
11/14/2016  20:10:36.760153	1.936594E+0	11/14/2016  20:10:36.760165	6.235948E-4
11/14/2016  20:10:36.760653	1.935942E+0	11/14/2016  20:10:36.760665	9.494608E-4
11/14/2016  20:10:36.761153	1.936594E+0	11/14/2016  20:10:36.761165	1.601193E-3
11/14/2016  20:10:36.761653	1.936594E+0	11/14/2016  20:10:36.761665	1.275327E-3
11/14/2016  20:10:36.762153	1.936919E+0	11/14/2016  20:10:36.762165	9.494608E-4
11/14/2016  20:10:36.762653	1.936919E+0	11/14/2016  20:10:36.762665	6.235948E-4
11/14/2016  20:10:36.763153	1.936919E+0	11/14/2016  20:10:36.763165	9.494608E-4
11/14/2016  20:10:36.763653	1.936268E+0	11/14/2016  20:10:36.763665	-1.005735E-3
11/14/2016  20:10:36.764153	1.935616E+0	11/14/2016  20:10:36.764165	9.494608E-4
11/14/2016  20:10:36.764653	1.935616E+0	11/14/2016  20:10:36.764665	6.235948E-4
11/14/2016  20:10:36.765153	1.936268E+0	11/14/2016  20:10:36.765165	1.601193E-3
11/14/2016  20:10:36.765653	1.936268E+0	11/14/2016  20:10:36.765665	2.977288E-4
11/14/2016  20:10:36.766153	1.936919E+0	11/14/2016  20:10:36.766165	9.494608E-4
11/14/2016  20:10:36.766653	1.936919E+0	11/14/2016  20:10:36.766665	2.977288E-4
11/14/2016  20:10:36.767153	1.935942E+0	11/14/2016  20:10:36.767165	1.275327E-3
11/14/2016  20:10:36.767653	1.936594E+0	11/14/2016  20:10:36.767665	9.494608E-4
11/14/2016  20:10:36.768153	1.936919E+0	11/14/2016  20:10:36.768165	2.977288E-4
11/14/2016  20:10:36.768653	1.936594E+0	11/14/2016  20:10:36.768665	1.927059E-3
11/14/2016  20:10:36.769153	1.935942E+0	11/14/2016  20:10:36.769165	1.601193E-3
11/14/2016  20:10:36.769653	1.935942E+0	11/14/2016  20:10:36.769665	2.977288E-4
11/14/2016  20:10:36.770153	1.936268E+0	11/14/2016  20:10:36.770165	9.494608E-4
11/14/2016  20:10:36.770653	1.936919E+0	11/14/2016  20:10:36.770665	9.494608E-4
11/14/2016  20:10:36.771153	1.936268E+0	11/14/2016  20:10:36.771165	1.601193E-3
11/14/2016  20:10:36.771653	1.936268E+0	11/14/2016  20:10:36.771665	9.494608E-4
11/14/2016  20:10:36.772153	1.937245E+0	11/14/2016  20:10:36.772165	1.601193E-3
11/14/2016  20:10:36.772653	1.936268E+0	11/14/2016  20:10:36.772665	6.235948E-4
11/14/2016  20:10:36.773153	1.936268E+0	11/14/2016  20:10:36.773165	9.494608E-4
11/14/2016  20:10:36.773653	1.936594E+0	11/14/2016  20:10:36.773665	9.494608E-4
11/14/2016  20:10:36.774153	1.936268E+0	11/14/2016  20:10:36.774165	1.275327E-3
11/14/2016  20:10:36.774653	1.935942E+0	11/14/2016  20:10:36.774665	2.977288E-4
11/14/2016  20:10:36.775153	1.936919E+0	11/14/2016  20:10:36.775165	1.275327E-3
11/14/2016  20:10:36.775653	1.936594E+0	11/14/2016  20:10:36.775665	1.275327E-3
11/14/2016  20:10:36.776153	1.936594E+0	11/14/2016  20:10:36.776165	1.275327E-3
11/14/2016  20:10:36.776653	1.936594E+0	11/14/2016  20:10:36.776665	2.977288E-4
11/14/2016  20:10:36.777153	1.936268E+0	11/14/2016  20:10:36.777165	1.927059E-3
11/14/2016  20:10:36.777653	1.936268E+0	11/14/2016  20:10:36.777665	9.494608E-4
11/14/2016  20:10:36.778153	1.936268E+0	11/14/2016  20:10:36.778165	1.601193E-3
11/14/2016  20:10:36.778653	1.936268E+0	11/14/2016  20:10:36.778665	1.275327E-3
11/14/2016  20:10:36.779153	1.937571E+0	11/14/2016  20:10:36.779165	9.494608E-4
11/14/2016  20:10:36.779653	1.937245E+0	11/14/2016  20:10:36.779665	1.275327E-3
11/14/2016  20:10:36.780153	1.936919E+0	11/14/2016  20:10:36.780165	6.235948E-4
11/14/2016  20:10:36.780653	1.937571E+0	11/14/2016  20:10:36.780665	1.275327E-3
11/14/2016  20:10:36.781153	1.937245E+0	11/14/2016  20:10:36.781165	2.977288E-4
11/14/2016  20:10:36.781653	1.936919E+0	11/14/2016  20:10:36.781665	1.601193E-3
11/14/2016  20:10:36.782153	1.936919E+0	11/14/2016  20:10:36.782165	2.977288E-4
11/14/2016  20:10:36.782653	1.936594E+0	11/14/2016  20:10:36.782665	6.235948E-4
11/14/2016  20:10:36.783153	1.935290E+0	11/14/2016  20:10:36.783165	9.494608E-4
11/14/2016  20:10:36.783653	1.936268E+0	11/14/2016  20:10:36.783665	9.494608E-4
11/14/2016  20:10:36.784153	1.936594E+0	11/14/2016  20:10:36.784165	1.275327E-3
11/14/2016  20:10:36.784653	1.935616E+0	11/14/2016  20:10:36.784665	2.977288E-4
11/14/2016  20:10:36.785153	1.935942E+0	11/14/2016  20:10:36.785165	9.494608E-4
11/14/2016  20:10:36.785653	1.936268E+0	11/14/2016  20:10:36.785665	-2.813726E-5
11/14/2016  20:10:36.786153	1.936268E+0	11/14/2016  20:10:36.786165	1.275327E-3
11/14/2016  20:10:36.786653	1.936919E+0	11/14/2016  20:10:36.786665	9.494608E-4
11/14/2016  20:10:36.787153	1.935942E+0	11/14/2016  20:10:36.787165	1.275327E-3
11/14/2016  20:10:36.787653	1.936268E+0	11/14/2016  20:10:36.787665	2.977288E-4
11/14/2016  20:10:36.788153	1.935942E+0	11/14/2016  20:10:36.788165	1.275327E-3
11/14/2016  20:10:36.788653	1.936268E+0	11/14/2016  20:10:36.788665	1.275327E-3
11/14/2016  20:10:36.789153	1.936919E+0	11/14/2016  20:10:36.789165	1.601193E-3
11/14/2016  20:10:36.789653	1.936919E+0	11/14/2016  20:10:36.789665	1.927059E-3
11/14/2016  20:10:36.790153	1.936268E+0	11/14/2016  20:10:36.790165	1.927059E-3
11/14/2016  20:10:36.790653	1.936268E+0	11/14/2016  20:10:36.790665	1.275327E-3
11/14/2016  20:10:36.791153	1.935942E+0	11/14/2016  20:10:36.791165	-3.540033E-4
11/14/2016  20:10:36.791653	1.936268E+0	11/14/2016  20:10:36.791665	6.235948E-4
11/14/2016  20:10:36.792153	1.936594E+0	11/14/2016  20:10:36.792165	9.494608E-4
11/14/2016  20:10:36.792653	1.936919E+0	11/14/2016  20:10:36.792665	9.494608E-4
11/14/2016  20:10:36.793153	1.936594E+0	11/14/2016  20:10:36.793165	9.494608E-4
11/14/2016  20:10:36.793653	1.935942E+0	11/14/2016  20:10:36.793665	9.494608E-4
11/14/2016  20:10:36.794153	1.936268E+0	11/14/2016  20:10:36.794165	6.235948E-4
11/14/2016  20:10:36.794653	1.936594E+0	11/14/2016  20:10:36.794665	1.275327E-3
11/14/2016  20:10:36.795153	1.936919E+0	11/14/2016  20:10:36.795165	1.275327E-3
11/14/2016  20:10:36.795653	1.935616E+0	11/14/2016  20:10:36.795665	9.494608E-4
11/14/2016  20:10:36.796153	1.936919E+0	11/14/2016  20:10:36.796165	1.275327E-3
11/14/2016  20:10:36.796653	1.936594E+0	11/14/2016  20:10:36.796665	1.275327E-3
11/14/2016  20:10:36.797153	1.936594E+0	11/14/2016  20:10:36.797165	6.235948E-4
11/14/2016  20:10:36.797653	1.936268E+0	11/14/2016  20:10:36.797665	1.601193E-3
11/14/2016  20:10:36.798153	1.935942E+0	11/14/2016  20:10:36.798165	6.235948E-4
11/14/2016  20:10:36.798653	1.936268E+0	11/14/2016  20:10:36.798665	2.977288E-4
11/14/2016  20:10:36.799153	1.936268E+0	11/14/2016  20:10:36.799165	6.235948E-4
11/14/2016  20:10:36.799653	1.936268E+0	11/14/2016  20:10:36.799665	6.235948E-4
11/14/2016  20:10:36.800153	1.936919E+0	11/14/2016  20:10:36.800165	2.977288E-4
11/14/2016  20:10:36.800653	1.937245E+0	11/14/2016  20:10:36.800665	1.601193E-3
11/14/2016  20:10:36.801153	1.935942E+0	11/14/2016  20:10:36.801165	9.494608E-4
11/14/2016  20:10:36.801653	1.935942E+0	11/14/2016  20:10:36.801665	-2.813726E-5
11/14/2016  20:10:36.802153	1.936594E+0	11/14/2016  20:10:36.802165	1.601193E-3
11/14/2016  20:10:36.802653	1.935616E+0	11/14/2016  20:10:36.802665	9.494608E-4
11/14/2016  20:10:36.803153	1.936594E+0	11/14/2016  20:10:36.803165	9.494608E-4
11/14/2016  20:10:36.803653	1.936919E+0	11/14/2016  20:10:36.803665	9.494608E-4
11/14/2016  20:10:36.804153	1.936594E+0	11/14/2016  20:10:36.804165	1.275327E-3
11/14/2016  20:10:36.804653	1.936594E+0	11/14/2016  20:10:36.804665	2.977288E-4
11/14/2016  20:10:36.805153	1.936594E+0	11/14/2016  20:10:36.805165	9.494608E-4
11/14/2016  20:10:36.805653	1.936268E+0	11/14/2016  20:10:36.805665	-3.540033E-4
11/14/2016  20:10:36.806153	1.935616E+0	11/14/2016  20:10:36.806165	1.927059E-3
11/14/2016  20:10:36.806653	1.935942E+0	11/14/2016  20:10:36.806665	6.235948E-4
11/14/2016  20:10:36.807153	1.935616E+0	11/14/2016  20:10:36.807165	1.275327E-3
11/14/2016  20:10:36.807653	1.936268E+0	11/14/2016  20:10:36.807665	6.235948E-4
11/14/2016  20:10:36.808153	1.937245E+0	11/14/2016  20:10:36.808165	1.275327E-3
11/14/2016  20:10:36.808653	1.935942E+0	11/14/2016  20:10:36.808665	9.494608E-4
11/14/2016  20:10:36.809153	1.936594E+0	11/14/2016  20:10:36.809165	9.494608E-4
11/14/2016  20:10:36.809653	1.936594E+0	11/14/2016  20:10:36.809665	9.494608E-4
11/14/2016  20:10:36.810153	1.936919E+0	11/14/2016  20:10:36.810165	9.494608E-4
11/14/2016  20:10:36.810653	1.936268E+0	11/14/2016  20:10:36.810665	9.494608E-4
11/14/2016  20:10:36.811153	1.936919E+0	11/14/2016  20:10:36.811165	6.235948E-4
11/14/2016  20:10:36.811653	1.936594E+0	11/14/2016  20:10:36.811665	1.275327E-3
11/14/2016  20:10:36.812153	1.936594E+0	11/14/2016  20:10:36.812165	1.601193E-3
11/14/2016  20:10:36.812653	1.936594E+0	11/14/2016  20:10:36.812665	2.977288E-4
11/14/2016  20:10:36.813153	1.936268E+0	11/14/2016  20:10:36.813165	1.275327E-3
11/14/2016  20:10:36.813653	1.936594E+0	11/14/2016  20:10:36.813665	-2.813726E-5
11/14/2016  20:10:36.814153	1.936594E+0	11/14/2016  20:10:36.814165	6.235948E-4
11/14/2016  20:10:36.814653	1.936268E+0	11/14/2016  20:10:36.814665	2.977288E-4
11/14/2016  20:10:36.815153	1.936268E+0	11/14/2016  20:10:36.815165	2.977288E-4
11/14/2016  20:10:36.815653	1.936268E+0	11/14/2016  20:10:36.815665	1.275327E-3
11/14/2016  20:10:36.816153	1.936919E+0	11/14/2016  20:10:36.816165	9.494608E-4
11/14/2016  20:10:36.816653	1.935942E+0	11/14/2016  20:10:36.816665	1.275327E-3
11/14/2016  20:10:36.817153	1.937245E+0	11/14/2016  20:10:36.817165	1.275327E-3
11/14/2016  20:10:36.817653	1.935942E+0	11/14/2016  20:10:36.817665	6.235948E-4
11/14/2016  20:10:36.818153	1.936268E+0	11/14/2016  20:10:36.818165	1.275327E-3
11/14/2016  20:10:36.818653	1.936594E+0	11/14/2016  20:10:36.818665	6.235948E-4
11/14/2016  20:10:36.819153	1.936594E+0	11/14/2016  20:10:36.819165	2.977288E-4
11/14/2016  20:10:36.819653	1.935290E+0	11/14/2016  20:10:36.819665	9.494608E-4
11/14/2016  20:10:36.820153	1.936268E+0	11/14/2016  20:10:36.820165	9.494608E-4
11/14/2016  20:10:36.820653	1.936919E+0	11/14/2016  20:10:36.820665	9.494608E-4
11/14/2016  20:10:36.821153	1.935942E+0	11/14/2016  20:10:36.821165	6.235948E-4
11/14/2016  20:10:36.821653	1.935942E+0	11/14/2016  20:10:36.821665	9.494608E-4
11/14/2016  20:10:36.822153	1.936594E+0	11/14/2016  20:10:36.822165	9.494608E-4
11/14/2016  20:10:36.822653	1.935942E+0	11/14/2016  20:10:36.822665	1.275327E-3
11/14/2016  20:10:36.823153	1.935942E+0	11/14/2016  20:10:36.823165	1.601193E-3
11/14/2016  20:10:36.823653	1.936268E+0	11/14/2016  20:10:36.823665	1.275327E-3
11/14/2016  20:10:36.824153	1.936594E+0	11/14/2016  20:10:36.824165	1.275327E-3
11/14/2016  20:10:36.824653	1.936594E+0	11/14/2016  20:10:36.824665	1.275327E-3
11/14/2016  20:10:36.825153	1.936919E+0	11/14/2016  20:10:36.825165	2.977288E-4
11/14/2016  20:10:36.825653	1.936594E+0	11/14/2016  20:10:36.825665	1.275327E-3
11/14/2016  20:10:36.826153	1.936919E+0	11/14/2016  20:10:36.826165	9.494608E-4
11/14/2016  20:10:36.826653	1.936594E+0	11/14/2016  20:10:36.826665	1.601193E-3
11/14/2016  20:10:36.827153	1.936594E+0	11/14/2016  20:10:36.827165	9.494608E-4
11/14/2016  20:10:36.827653	1.936268E+0	11/14/2016  20:10:36.827665	9.494608E-4
11/14/2016  20:10:36.828153	1.936268E+0	11/14/2016  20:10:36.828165	9.494608E-4
11/14/2016  20:10:36.828653	1.936268E+0	11/14/2016  20:10:36.828665	9.494608E-4
11/14/2016  20:10:36.829153	1.935942E+0	11/14/2016  20:10:36.829165	9.494608E-4
11/14/2016  20:10:36.829653	1.936919E+0	11/14/2016  20:10:36.829665	1.601193E-3
11/14/2016  20:10:36.830153	1.936268E+0	11/14/2016  20:10:36.830165	9.494608E-4
11/14/2016  20:10:36.830653	1.936919E+0	11/14/2016  20:10:36.830665	1.275327E-3
11/14/2016  20:10:36.831153	1.935942E+0	11/14/2016  20:10:36.831165	2.977288E-4
11/14/2016  20:10:36.831653	1.935942E+0	11/14/2016  20:10:36.831665	9.494608E-4
11/14/2016  20:10:36.832153	1.935942E+0	11/14/2016  20:10:36.832165	6.235948E-4
11/14/2016  20:10:36.832653	1.936268E+0	11/14/2016  20:10:36.832665	1.275327E-3
11/14/2016  20:10:36.833153	1.935942E+0	11/14/2016  20:10:36.833165	9.494608E-4
11/14/2016  20:10:36.833653	1.936268E+0	11/14/2016  20:10:36.833665	2.977288E-4
11/14/2016  20:10:36.834153	1.936919E+0	11/14/2016  20:10:36.834165	1.275327E-3
11/14/2016  20:10:36.834653	1.936594E+0	11/14/2016  20:10:36.834665	2.977288E-4
11/14/2016  20:10:36.835153	1.935616E+0	11/14/2016  20:10:36.835165	9.494608E-4
11/14/2016  20:10:36.835653	1.936268E+0	11/14/2016  20:10:36.835665	1.275327E-3
11/14/2016  20:10:36.836153	1.936594E+0	11/14/2016  20:10:36.836165	1.275327E-3
11/14/2016  20:10:36.836653	1.936268E+0	11/14/2016  20:10:36.836665	6.235948E-4
11/14/2016  20:10:36.837153	1.936919E+0	11/14/2016  20:10:36.837165	1.275327E-3
11/14/2016  20:10:36.837653	1.936268E+0	11/14/2016  20:10:36.837665	1.927059E-3
11/14/2016  20:10:36.838153	1.937245E+0	11/14/2016  20:10:36.838165	1.275327E-3
11/14/2016  20:10:36.838653	1.936594E+0	11/14/2016  20:10:36.838665	6.235948E-4
11/14/2016  20:10:36.839153	1.936268E+0	11/14/2016  20:10:36.839165	6.235948E-4
11/14/2016  20:10:36.839653	1.936594E+0	11/14/2016  20:10:36.839665	2.977288E-4
11/14/2016  20:10:36.840153	1.936268E+0	11/14/2016  20:10:36.840165	1.927059E-3
11/14/2016  20:10:36.840653	1.936594E+0	11/14/2016  20:10:36.840665	1.275327E-3
11/14/2016  20:10:36.841153	1.936919E+0	11/14/2016  20:10:36.841165	6.235948E-4
11/14/2016  20:10:36.841653	1.936594E+0	11/14/2016  20:10:36.841665	1.601193E-3
11/14/2016  20:10:36.842153	1.935942E+0	11/14/2016  20:10:36.842165	-2.813726E-5
11/14/2016  20:10:36.842653	1.936594E+0	11/14/2016  20:10:36.842665	9.494608E-4
11/14/2016  20:10:36.843153	1.935290E+0	11/14/2016  20:10:36.843165	-3.540033E-4
11/14/2016  20:10:36.843653	1.936268E+0	11/14/2016  20:10:36.843665	1.275327E-3
11/14/2016  20:10:36.844153	1.937245E+0	11/14/2016  20:10:36.844165	1.601193E-3
11/14/2016  20:10:36.844653	1.936594E+0	11/14/2016  20:10:36.844665	1.275327E-3
11/14/2016  20:10:36.845153	1.935942E+0	11/14/2016  20:10:36.845165	9.494608E-4
11/14/2016  20:10:36.845653	1.936594E+0	11/14/2016  20:10:36.845665	6.235948E-4
11/14/2016  20:10:36.846153	1.936919E+0	11/14/2016  20:10:36.846165	2.977288E-4
11/14/2016  20:10:36.846653	1.935942E+0	11/14/2016  20:10:36.846665	1.275327E-3
11/14/2016  20:10:36.847153	1.936919E+0	11/14/2016  20:10:36.847165	1.275327E-3
11/14/2016  20:10:36.847653	1.936268E+0	11/14/2016  20:10:36.847665	1.275327E-3
11/14/2016  20:10:36.848153	1.936919E+0	11/14/2016  20:10:36.848165	6.235948E-4
11/14/2016  20:10:36.848653	1.935942E+0	11/14/2016  20:10:36.848665	9.494608E-4
11/14/2016  20:10:36.849153	1.936268E+0	11/14/2016  20:10:36.849165	6.235948E-4
11/14/2016  20:10:36.849653	1.936268E+0	11/14/2016  20:10:36.849665	9.494608E-4
11/14/2016  20:10:36.850153	1.935616E+0	11/14/2016  20:10:36.850165	6.235948E-4
11/14/2016  20:10:36.850653	1.936919E+0	11/14/2016  20:10:36.850665	2.977288E-4
11/14/2016  20:10:36.851153	1.936268E+0	11/14/2016  20:10:36.851165	9.494608E-4
11/14/2016  20:10:36.851653	1.936268E+0	11/14/2016  20:10:36.851665	1.275327E-3
11/14/2016  20:10:36.852153	1.936594E+0	11/14/2016  20:10:36.852165	6.235948E-4
11/14/2016  20:10:36.852653	1.936268E+0	11/14/2016  20:10:36.852665	1.275327E-3
11/14/2016  20:10:36.853153	1.936594E+0	11/14/2016  20:10:36.853165	1.275327E-3
11/14/2016  20:10:36.853653	1.936594E+0	11/14/2016  20:10:36.853665	9.494608E-4
11/14/2016  20:10:36.854153	1.936919E+0	11/14/2016  20:10:36.854165	9.494608E-4
11/14/2016  20:10:36.854653	1.936919E+0	11/14/2016  20:10:36.854665	1.927059E-3
11/14/2016  20:10:36.855153	1.936268E+0	11/14/2016  20:10:36.855165	9.494608E-4
11/14/2016  20:10:36.855653	1.937571E+0	11/14/2016  20:10:36.855665	9.494608E-4
11/14/2016  20:10:36.856153	1.936268E+0	11/14/2016  20:10:36.856165	1.275327E-3
11/14/2016  20:10:36.856653	1.936594E+0	11/14/2016  20:10:36.856665	6.235948E-4
11/14/2016  20:10:36.857153	1.935616E+0	11/14/2016  20:10:36.857165	6.235948E-4
11/14/2016  20:10:36.857653	1.936268E+0	11/14/2016  20:10:36.857665	1.601193E-3
11/14/2016  20:10:36.858153	1.936268E+0	11/14/2016  20:10:36.858165	9.494608E-4
11/14/2016  20:10:36.858653	1.936594E+0	11/14/2016  20:10:36.858665	9.494608E-4
11/14/2016  20:10:36.859153	1.937245E+0	11/14/2016  20:10:36.859165	6.235948E-4
11/14/2016  20:10:36.859653	1.936268E+0	11/14/2016  20:10:36.859665	1.275327E-3
11/14/2016  20:10:36.860153	1.936268E+0	11/14/2016  20:10:36.860165	6.235948E-4
11/14/2016  20:10:36.860653	1.936268E+0	11/14/2016  20:10:36.860665	1.275327E-3
11/14/2016  20:10:36.861153	1.937571E+0	11/14/2016  20:10:36.861165	9.494608E-4
11/14/2016  20:10:36.861653	1.936594E+0	11/14/2016  20:10:36.861665	9.494608E-4
11/14/2016  20:10:36.862153	1.936268E+0	11/14/2016  20:10:36.862165	6.235948E-4
11/14/2016  20:10:36.862653	1.936268E+0	11/14/2016  20:10:36.862665	9.494608E-4
11/14/2016  20:10:36.863153	1.935942E+0	11/14/2016  20:10:36.863165	6.235948E-4
11/14/2016  20:10:36.863653	1.936594E+0	11/14/2016  20:10:36.863665	1.275327E-3
11/14/2016  20:10:36.864153	1.936594E+0	11/14/2016  20:10:36.864165	6.235948E-4
11/14/2016  20:10:36.864653	1.936268E+0	11/14/2016  20:10:36.864665	1.275327E-3
11/14/2016  20:10:36.865153	1.936594E+0	11/14/2016  20:10:36.865165	9.494608E-4
11/14/2016  20:10:36.865653	1.936594E+0	11/14/2016  20:10:36.865665	2.977288E-4
11/14/2016  20:10:36.866153	1.935616E+0	11/14/2016  20:10:36.866165	1.275327E-3
11/14/2016  20:10:36.866653	1.935616E+0	11/14/2016  20:10:36.866665	9.494608E-4
11/14/2016  20:10:36.867153	1.935942E+0	11/14/2016  20:10:36.867165	2.977288E-4
11/14/2016  20:10:36.867653	1.936594E+0	11/14/2016  20:10:36.867665	1.275327E-3
11/14/2016  20:10:36.868153	1.936268E+0	11/14/2016  20:10:36.868165	1.927059E-3
11/14/2016  20:10:36.868653	1.936919E+0	11/14/2016  20:10:36.868665	1.275327E-3
11/14/2016  20:10:36.869153	1.936919E+0	11/14/2016  20:10:36.869165	9.494608E-4
11/14/2016  20:10:36.869653	1.936919E+0	11/14/2016  20:10:36.869665	9.494608E-4
11/14/2016  20:10:36.870153	1.936594E+0	11/14/2016  20:10:36.870165	1.275327E-3
11/14/2016  20:10:36.870653	1.936268E+0	11/14/2016  20:10:36.870665	9.494608E-4
11/14/2016  20:10:36.871153	1.936919E+0	11/14/2016  20:10:36.871165	9.494608E-4
11/14/2016  20:10:36.871653	1.936594E+0	11/14/2016  20:10:36.871665	9.494608E-4
11/14/2016  20:10:36.872153	1.936594E+0	11/14/2016  20:10:36.872165	9.494608E-4
11/14/2016  20:10:36.872653	1.936268E+0	11/14/2016  20:10:36.872665	9.494608E-4
11/14/2016  20:10:36.873153	1.936594E+0	11/14/2016  20:10:36.873165	1.927059E-3
11/14/2016  20:10:36.873653	1.936919E+0	11/14/2016  20:10:36.873665	1.275327E-3
11/14/2016  20:10:36.874153	1.936268E+0	11/14/2016  20:10:36.874165	9.494608E-4
11/14/2016  20:10:36.874653	1.936268E+0	11/14/2016  20:10:36.874665	1.275327E-3
11/14/2016  20:10:36.875153	1.936919E+0	11/14/2016  20:10:36.875165	1.601193E-3
11/14/2016  20:10:36.875653	1.936594E+0	11/14/2016  20:10:36.875665	1.275327E-3
11/14/2016  20:10:36.876153	1.935942E+0	11/14/2016  20:10:36.876165	9.494608E-4
11/14/2016  20:10:36.876653	1.936268E+0	11/14/2016  20:10:36.876665	9.494608E-4
11/14/2016  20:10:36.877153	1.935942E+0	11/14/2016  20:10:36.877165	1.275327E-3
